"FeatureClass	FeatureCode	Navn	Merknad	BokmÌ´l	Nynorsk	Kvensk	Finsk	Engelsk";
"S	WHRF	wharf(-ves)	a structure of open rather than solid construction along a shore or a bank which provides berthing for ships and cargo-handling facilities	kai	kai	pryky	laituri	wharf";
"S	WRCK	wreck	the site of the remains of a wrecked vessel	vrak	vrak	hylky	hylky	wreck";
"S	WTRW	waterworks	a facility for supplying potable water through a water source and a system of pumps and filtration beds	vannverk	vassverk	vesirustinki	vesilaitos	waterworks";
"S	ZNF	free trade zone	an area, usually a section of a port, where goods may be received and shipped free of customs duty and of most customs regulations	frihandelssone	frihandelssone	vappaakauppa-ala	vapaakauppa-alue	free trade zone";
"S	ZOO	zoo	a zoological garden or park where wild animals are kept for exhibition	dyrehage	dyrehage	ellÌ_intaras	elÌ_intarha	zoo";
"T	ASPH	asphalt lake	a small basin containing naturally occurring asphalt	asfaltsjÌü	asfaltsjÌü	asfalttijÌ_rvi	asfalttijÌ_rvi	asphalt lake";
"T	ATOL	atoll(s)	a ring-shaped coral reef which has closely spaced islands on it encircling a lagoon	atoll	atoll	atolli	atolli	atoll";
"T	BAR	bar	a shallow ridge or mound of coarse unconsolidated material in a stream channel, at the mouth of a stream, estuary, or lagoon and in the wave-break zone along coasts	bar	bar	kari	sÌ_rkkÌ_	bar";
"T	BCH	beach	a shore zone of coarse unconsolidated sediment that extends from the low-water line to the highest reach of storm waves	strand	strand	ranta	ranta	beach";
"T	BCHS	beaches	a shore zone of coarse unconsolidated sediment that extends from the low-water line to the highest reach of storm waves	strender	strender	rannat	rannat	beaches";
"T	BDLD	badlands	an area characterized by a maze of very closely spaced, deep, narrow, steep-sided ravines, and sharp crests and pinnacles	steinÌürken	steinÌürken	rotko	karikko	badlands";
"T	BLDR	boulder field	a high altitude or high latitude bare, flat area covered with large angular rocks	steinmark	steinmark	juova	kivikko, kivinen maasto	boulder field";
"T	BLHL	blowhole(s)	a hole in coastal rock through which sea water is forced by a rising tide or waves and spurted through an outlet into the air	luftehull	luftehol	ilmareikÌ_	ilmareikÌ_	blowhole";
"T	BLOW	blowout(s)	a small depression in sandy terrain, caused by wind erosion	utblÌ´sning	utblÌ´sing	ulospuhalus	puhallus	blowout";
"T	BNCH	bench	a long, narrow bedrock platform bounded by steeper slopes above and below, usually overlooking a waterbody	benk	benk	penkki	penkki	bench";
"T	BUTE	butte(s)	a small, isolated, usually flat-topped hill with steep sides	hÌüyde med bratte sider	hÌügd med bratte sider	kukkura	tasainen kukkula, jossa on jyrkÌ_t sivut	butte";
"T	CAPE	cape	a land area, more prominent than a point, projecting into the sea and marking a notable change in coastal direction	nes	nes	niemi	niemi	cape";
"T	CFT	cleft(s)	a deep narrow slot, notch, or groove in a coastal cliff	klÌüft	klÌüft	runka	kieleke	cleft";
"T	CLDA	caldera	a depression measuring kilometers across formed by the collapse of a volcanic mountain	caldera	caldera	kaldera	kaldera	caldera";
"T	CLF	cliff(s)	a high, steep to perpendicular slope overlooking a waterbody or lower area	klippe	klippe	henkopahta	jyrkÌ_nne	cliff";
"T	CNYN	canyon	a deep, narrow valley with steep sides cutting into a plateau or mountainous area	canyon	canyon	kuru	kanjoni	canyon";
"T	CONE	cone(s)	a conical landform composed of mud or volcanic material	kjegle	kjegle	keila	kartio	cone";
"T	CRDR	corridor	a strip or area of land having significance as an access way	korridor	korridor	keino	kÌ_ytÌ_vÌ_	corridor";
"T	CRDR	corridor	a strip or area of land having significance as an access way	korridor	korridor	reikÌ_	kÌ_ytÌ_vÌ_	corridor";
"T	CRQ	cirque	a bowl-like hollow partially surrounded by cliffs or steep slopes at the head of a glaciated valley	dalgryte	dalgryte	kurunpohja	laaksonpohja	cirque";
"T	CRQS	cirques	bowl-like hollows partially surrounded by cliffs or steep slopes at the head of a glaciated valley	dalgryter	dalgryter	kurunpohjat	laaksonpohjat	cirques";
"T	CRTR	crater(s)	a generally circular saucer or bowl-shaped depression caused by volcanic or meteorite explosive action	krater	krater	kraateri	kraateri	crater";
"T	CUET	cuesta(s)	an asymmetric ridge formed on tilted strata	cuesta	cuesta	cuesta	cuesta	cuesta";
"T	DLTA	delta	a flat plain formed by alluvial deposits at the mouth of a stream	delta	delta	delta	delta	delta";
"T	DPR	depression(s)	a low area surrounded by higher land and usually characterized by interior drainage	fordypning	fordjupning	kuoppa	notkelma	depression";
"T	DSRT	desert	a large area with little or no vegetation due to extreme environmental conditions	Ìürken	Ìürken	auttii	autiomaa	desert";
"T	DUNE	dune(s)	a wave form, ridge or star shape feature composed of sand	sanddyne	sanddyne	hietadyyni	hiekkasÌ_rkkÌ_	dune";
"T	DVD	divide	a line separating adjacent drainage basins	vannskille	vasskilje	vesiraja	vedenerottelija	divide";
"T	ERG	sandy desert	an extensive tract of shifting sand and sand dunes	sandÌürken	sandÌürken	hieta-auttii	hiekka-aavikko	sandy desert";
"T	FAN	fan(s)	a fan-shaped wedge of coarse alluvium with apex merging with a mountain stream bed and the fan spreading out at a low angle slope onto an adjacent plain	avleiringsvifte	avleiringsvifte	vifti	kerrostuma	fan";
"T	FORD	ford	a shallow part of a stream which can be crossed on foot or by land vehicle	vadested	vadestad	kaalama	joenylityspaikka	ford";
"T	FSR	fissure	a crack associated with volcanism	revne	rivne	halkkein	halkeama	fissure";
"T	GAP	gap	a low place in a ridge, not used for transportation	klÌüft	klÌüft	runka	kuilu	gap";
"T	GRGE	gorge(s)	a short, narrow, steep-sided section of a stream valley	juv	juv	korsa	rotko/kuilu	gorge";
"T	HDLD	headland	a high projection of land extending into a large body of water beyond the line of the coast	pynt	pynt	niemi	niemi	headland";
"T	HLL	hill	a rounded elevation of limited extent rising above the surrounding land with local relief of less than 300m	Ì´s	Ì´s	tieva	kukkula,kumpu	hill";
"T	HLLS	hills	rounded elevations of limited extent rising above the surrounding land with local relief of less than 300m	Ì´ser	Ì´sar	tievat	kukkulat, kummut	hills";
"T	HMCK	hammock(s)	a patch of ground, distinct from and slightly above the surrounding plain or wetland. Often occurs in groups	hammock (stykker av hevet land)	hammock (stykke av heva land)	saajo	hammock	hammock";
"T	HMDA	rock desert	a relatively sand-free, high bedrock plateau in a hot desert, with or without a gravel veneer	steinÌürken	steinÌürken	kiviauttii	kiviaavikko	rock desert";
"T	INTF	interfluve	a relatively undissected upland between adjacent stream valleys	land mellom to elver	land mellom to elver	skaiti	maa-alue, joka on kahden joen vÌ_lissÌ_	interfluve";
"T	ISL	island	a tract of land, smaller than a continent, surrounded by water at high water	Ìüy	Ìüy	saari	saari	island";
"T	ISLF	artificial island	an island created by landfill or diking and filling in a wetland, bay, or lagoon	kunstig Ìüy	kunstig Ìüy	konstisaari	keinotekoinen saari	artificial island";
"T	ISLM	mangrove island	a mangrove swamp surrounded by a waterbody	mangroveÌüy	mangroveÌüy	mangruuvisaari	mangrovesaari	mangrove island";
"T	ISLS	islands	tracts of land, smaller than a continent, surrounded by water at high water	Ìüyer	Ìüyar	saaret	saaret	islands";
"T	ISLT	land-tied island	a coastal island connected to the mainland by barrier beaches, levees or dikes	Ìüy med landforbindelse	Ìüy med landsamband	saari, mikÌ_ oon rannassa kiini	mantereeseen kuuluva saari	land-tied island";
"T	ISLX	section of island		del av Ìüy	del av Ìüy	saaren osa	saaren osa	section of island";
"T	ISTH	isthmus	a narrow strip of land connecting two larger land masses and bordered by water	landtunge	landtunge	muotka	kannas	isthmus";
"T	KRST	karst area	a distinctive landscape developed on soluble rock such as limestone characterized by sinkholes, caves, disappearing streams, and underground drainage	karstomrÌ´de	karstomrÌ´de	karstiala	karst-alue	karst area";
"T	LAVA	lava area	an area of solidified lava	lavaomrÌ´de	lavaomrÌ´de	laava-ala	laava-alue	lava area";
"T	LEV	levee	a natural low embankment bordering a distributary or meandering stream";" often built up artificially to control floods	demning	demning	pato	pengerrys, penger	levee"
"T	MESA	mesa(s)	a flat-topped, isolated elevation with steep slopes on all sides, less extensive than a plateau	mesa	mesa	mesa	mesa	mesa";
"T	MND	mound(s)	a low, isolated, rounded hill	voll	voll	kero	kasa, pino	mound";
"T	MRN	moraine	a mound, ridge, or other accumulation of glacial till	morene	morene	moreeni	moreeni	moraine";
"T	MT	mountain	an elevation standing high above the surrounding area with small summit area, steep slopes and local relief of 300m or more	fjell	fjell	vaara	vuori, tunturi	mountain";
"T	MTS	mountains	a mountain range or a group of mountains or high ridges	fjell	fjell	vaarat	vuoret, tunturit	mountains";
"T	NKM	meander neck	a narrow strip of land between the two limbs of a meander loop at its narrowest point	meanderhals	meanderhals	meanderkaula	meanderin kaula	meander neck";
"T	NTK	nunatak	a rock or mountain peak protruding through glacial ice	nunatak	nunatak	nunatak	nunatak, vuorenhuippu jÌ_Ì_tikÌ¦n keskellÌ_	nunatak";
"T	NTKS	nunataks	rocks or mountain peaks protruding through glacial ice	nunatakker	nunatakkar	nunatakit	nunatakit	nunataks";
"T	PAN	pan	a near-level shallow, natural depression or basin, usually containing an intermittent lake, pond, or pool	aurhelle	aurhelle	karikallio	kivikerrostuma	pan";
"T	PANS	pans	a near-level shallow, natural depression or basin, usually containing an intermittent lake, pond, or pool	aurheller	aurheller	karikalliot	kivikerrostumat	pans";
"T	PASS	pass	a break in a mountain range or other high obstruction, used for transportation from one side to the other [See also gap]	pass	pass	autsi	sola	pass";
"T	PEN	peninsula	an elongate area of land projecting into a body of water and nearly surrounded by water	halvÌüy	halvÌüy	niemi	niemimaa	peninsula";
"T	PENX	section of peninsula		del av halvÌüy	del av halvÌüy	niemen osa	osa niemimaata	section of peninsula";
"T	PK	peak	a pointed elevation atop a mountain, ridge, or other hypsographic feature	tind	tind	vaaranlaki	huippu	peak";
"T	PKS	peaks	pointed elevations atop a mountain, ridge, or other hypsographic features	tinder	tindar	vaaranlajet	huiput	peaks";
"T	PLAT	plateau	an elevated plain with steep slopes on one or more sides, and often with incised streams	platÌ´	platÌ´	platoo	tasanko	plateau";
"T	PLATX	section of plateau		del av platÌ´	del av platÌ´	platoon osa	osa tasankoa	section of plateau";
"T	PLDR	polder	an area reclaimed from the sea by diking and draining	polder	polder	polderi	polderi	polder";
"T	PLN	plain(s)	an extensive area of comparatively level to gently undulating land, lacking surface irregularities, and usually adjacent to a higher area	sletteland	sletteland	laatasmaa	alankoalueet	plain";
"T	PLNX	section of plain		del av slette	del av slette	laatasmaan osa	alankoalueen osa	section of plain";
"T	PROM	promontory(-ies)	a bluff or prominent hill overlooking or projecting into a lowland	tange	tange	henkopahta	ristikukkula	promontory";
"T	PT	point	a tapering piece of land projecting into a body of water, less prominent than a cape	odde	odde	niemennokka	niemenkÌ_rki	point";
"T	PTS	points	tapering pieces of land projecting into a body of water, less prominent than a cape	odder	oddar	niemennokat	niemenkÌ_rjet	points";
"T	RDGB	beach ridge	a ridge of sand just inland and parallel to the beach, usually in series	strandrygg	strandrygg	ranta-ala	rantakaistale	beach ridge";
"T	RDGE	ridge(s)	a long narrow elevation with steep sides, and a more or less continuous crest	rygg	rygg	harju	rantakaistaleet	ridge";
"T	REG	stony desert	a desert plain characterized by a surface veneer of gravel and stones	steinÌürken	steinÌürken	kiviauttii	kivinen aavikko	stony desert";
"T	RK	rock	a conspicuous, isolated rocky mass	stein	stein	kivi	kivi	rock";
"T	RKFL	rockfall	an irregular mass of fallen rock at the base of a cliff or steep slope	steinras	steinras	kivivieremÌ_	kivivyÌ¦rymÌ_	rockfall";
"T	RKS	rocks	conspicuous, isolated rocky masses	klipper	klipper	kivet	kivet, kivenlohkareet	rocks";
"T	SAND	sand area	a tract of land covered with sand	sandomrÌ´de	sandomrÌ´de	hieta-ala	hiekka-alue	sand area";
"T	SBED	dry stream bed	a channel formerly containing the water of a stream	tÌürt elveleie	turt elveleie	kuiva jovenuoma	kuivunut joenuoma	dry stream bed";
"T	SCRP	escarpment	a long line of cliffs or steep slopes separating level surfaces above and below	bratt skrÌ´ning	bratt skrÌ´ning	jyrkkÌ_ lakso	vallihauta	escarpment";
"T	SDL	saddle	a broad, open pass crossing a ridge or between hills or mountains	sal	sal	aukkee	tasanko	saddle";
"T	SHOR	shore	a narrow zone bordering a waterbody which covers and uncovers at high and low water, respectively	bredd	breidd	fierua	vuorovesivyÌ¦hyke	shore";
"T	SINK	sinkhole	a small crater-shape depression in a karst area	jordfallshull	jordfallshol	kiviholo	karstivajoama	sinkhole";
"T	SLID	slide	a mound of earth material, at the base of a slope and the associated scoured area	ras	ras	vieremÌ_	liukuma	slide";
"T	SLP	slope(s)	a surface with a relatively uniform slope angle	kontinentalskrÌ´ning	kontinentalskrÌ´ning	kontinentaaliluokka	liuska, rinne	slope";
"T	SPIT	spit	a narrow, straight or curved continuation of a beach into a waterbody	tange	tange	rantapakan nokka	niemi	spit";
"T	SPUR	spur(s)	a subordinate ridge projecting outward from a hill, mountain or other elevation	utspring	utspring	vaarannokka	kieleke	spur";
"T	TAL	talus slope	a steep concave slope formed by an accumulation of loose rock fragments at the base of a cliff or steep slope	steinur	steinur	juova	vyÌ¦rysora	talus slope";
"T	TRGD	interdune trough(s)	a long wind-swept trough between parallel longitudinal dunes	dal mellom sanddyner	dal mellom sanddyner	hietadyyniin vÌ_linen kuru	hiekkadyynien vÌ_linen laakso	interdune trough";
"T	TRR	terrace	a long, narrow alluvial platform bounded by steeper slopes above and below, usually overlooking a waterbody	terrasse	terrasse	terassi	terassi	terrace";
"T	UPLD	upland	an extensive interior region of high land with low to moderate surface relief	oppland	oppland	tunturi	ylÌ_maa	upland";
"T	VAL	valley	an elongated depression usually traversed by a stream	dal	dal	vuoma	laakso	valley";
"T	VALG	hanging valley	a valley the floor of which is notably higher than the valley or shore to which it leads";" most common in areas that have been glaciated	hengende dal	hengjande dal	vankka	riippulaakso	hanging valley"
"T	VALS	valleys	elongated depressions usually traversed by a stream	daler	dalar	vuomat	laaksot	valleys";
"T	VALX	section of valley		del av dal	del av dal	vuoman osa	laakson osa	section of valley";
"T	VLC	volcano	a conical elevation composed of volcanic materials with a crater at the top	vulkan	vulkan	tulivaara	tulivuori	volcano";
"U	APNU	apron	a gentle slope, with a generally smooth surface, particularly found around groups of islands and seamounts	slette	slette	laatas	jÌ_Ì_tikÌ¦n edessÌ_ oleva moreeni	apron";
"U	ARCU	arch	a low bulge around the southeastern end of the island of Hawaii	bue	boge	kaari	kaari	arch";
"U	ARRU	arrugado	an area of subdued corrugations off Baja California	arrugado	arrugado	arrugado	arrugado	arrugado";
"U	BDLU	borderland	a region adjacent to a continent, normally occupied by or bordering a shelf, that is highly irregular with depths well in excess of those typical of a shelf	grenseomrÌ´de	grenseomrÌ´de	raja-ala	raja-alue	borderland";
"U	BKSU	banks	elevations, typically located on a shelf, over which the depth of water is relatively shallow but sufficient for safe surface navigation	bredd	breidd	pankit	tÌ¦rmÌ_t, joentÌ¦rmÌ_t	banks";
"U	BNCU	bench	a small terrace	avsats	avsats	lohta	pengerrys, penger	bench";
"U	BNKU	bank	an elevation, typically located on a shelf, over which the depth of water is relatively shallow but sufficient for safe surface navigation	bredd	breidd	pankki	tÌ¦rmÌ_, joentÌ¦rmÌ_	bank";
"U	BSNU	basin	a depression more or less equidimensional in plan and of variable extent	basseng	basseng	allas	allas	basin";
"U	CDAU	cordillera	an entire mountain system including the subordinate ranges, interior plateaus, and basins	fjellkjede	fjellkjede	vaararaito	vuoriketju	cordillera";
"U	CNSU	canyons	relatively narrow, deep depressions with steep sides, the bottom of which generally has a continuous slope	canyoner	canyonar	kurut	kanjonit	canyons";
"U	CNYU	canyon	a relatively narrow, deep depression with steep sides, the bottom of which generally has a continuous slope	canyon	canyon	kuru	kanjoni	canyon";
"U	CRSU	continental rise	a gentle slope rising from oceanic depths towards the foot of a continental slope	kontinentalstigning	kontinentalstigning	mannerpakka	mannerlaatan kohoaminen	continental rise";
"U	DEPU	deep	a localized deep area within the confines of a larger feature, such as a trough, basin or trench	dyp	djup	syvvyys	syvÌ_	deep";
"U	EDGU	shelf edge	a line along which there is a marked increase of slope at the outer margin of a continental shelf or island shelf	kontinentalsokkelkant	kontinentalsokkelkant	mannerpakan penkkÌ_	mannerlaatan reuna	shelf edge";
"U	ESCU	escarpment (or scarp)	an elongated and comparatively steep slope separating flat or gently sloping areas	bratt skrÌ´ning	bratt skrÌ´ning	tÌ¦rmÌ_	kallioseinÌ_mÌ_	escarpment";
"U	ESCU	escarpment (or scarp)	an elongated and comparatively steep slope separating flat or gently sloping areas	bratt skrÌ´ning	bratt skrÌ´ning	rinnet	kallioseinÌ_mÌ_	escarpment";
"U	FANU	fan	a relatively smooth feature normally sloping away from the lower termination of a canyon or canyon system	avleiringsvifte	avleiringsvifte	vankansuun lika	kerrostumat	fan";
"U	FLTU	flat	a small level or nearly level area	flate	flate	laatas	tasanko	flat";
"U	FRKU	fork	a branch of a canyon or valley	klÌüft	klÌüft	runka	joenhaara	fork";
"U	FRSU	forks	a branch of a canyon or valley	klÌüfter	klyster	rungat	joenhaarat	forks";
"U	FRZU	fracture zone	an extensive linear zone of irregular topography of the sea floor, characterized by steep-sided or asymmetrical ridges, troughs, or escarpments	bruddsone	brotsone	rotkoala	halkeama-alue	fracture zone";
"U	FURU	furrow	a closed, linear, narrow, shallow depression	fure	fure	rako	vako, uurre	furrow";
"U	FURU	furrow	a closed, linear, narrow, shallow depression	fure	fure	holo	vako, uurre	furrow";
"U	GAPU	gap	a narrow break in a ridge or rise	passasje	passasje	reikÌ_	kÌ_ytÌ_vÌ_, sola	gap";
"U	GLYU	gully	a small valley-like feature	renne	renne	kursu	pieni laakso	gully";
"U	HLLU	hill	an elevation rising generally less than 500 meters	Ì´s	Ì´s	harju	kukkula	hill";
"U	HLSU	hills	elevations rising generally less than 500 meters	Ì´ser	Ì´sar	harjut	kukkulat, kummut	hills";
"U	HOLU	hole	a small depression of the sea floor	hull	hol	kuoppa	reikÌ_, aukko, kolo	hole";
"U	KNLU	knoll	an elevation rising generally more than 500 meters and less than 1,000 meters and of limited extent across the summit	knaus	knaus	jyppyrÌ_	vuorenhuippu	knoll";
"U	KNSU	knolls	elevations rising generally more than 500 meters and less than 1,000 meters and of limited extent across the summits	knauser	knausar	jyppyrÌ_t	vuorenhuiput	knolls";
"U	LDGU	ledge	a rocky projection or outcrop, commonly linear and near shore	avsats	avsats	lohta	kapea tasanne	ledge";
"U	LEVU	levee	an embankment bordering a canyon, valley, or seachannel	demning	demning	penkkÌ_	pengerrys, penger	levee";
"U	MDVU	median valley	the axial depression of the mid-oceanic ridge system	riftdal	riftdal	rakohauta	mediaalinen laakso	median valley";
"U	MESU	mesa	an isolated, extensive, flat-topped elevation on the shelf, with relatively steep sides	mesa	mesa	mesa	mesa	mesa";
"U	MNDU	mound	a low, isolated, rounded hill	voll	voll	kero	kasa, pino	mound";
"U	MOTU	moat	an annular depression that may not be continuous, located at the base of many seamounts, islands, and other isolated elevations	vollgrav	vollgrav	kaivoshauta	vallihauta	moat";
"U	MTSU	mountains	well-delineated subdivisions of a large and complex positive feature	fjell	fjell	vaarat	vuoret, tunturit	mountains";
"U	MTU	mountain	a well-delineated subdivision of a large and complex positive feature	fjell	fjell	vaara	vuori, tunturi	mountain";
"U	PKSU	peaks	prominent elevations, part of a larger feature, either pointed or of very limited extent across the summit	topper	toppar	lajet	huiput	peaks";
"U	PKU	peak	a prominent elevation, part of a larger feature, either pointed or of very limited extent across the summit	topp	topp	laki	huippu	peak";
"U	PLFU	platform	a flat or gently sloping underwater surface extending seaward from the shore	plattform	plattform	lamu pakka	tasanne, platform	platform";
"U	PLNU	plain	a flat, gently sloping or nearly level region	slette	slette	laatas	tasanko	plain";
"U	PLTU	plateau	a comparatively flat-topped feature of considerable extent, dropping off abruptly on one or more sides	platÌ´	platÌ´	laatasmaa	tasanko	plateau";
"U	PNLU	pinnacle	a high tower or spire-shaped pillar of rock or coral, alone or cresting a summit	tind	tind	laki	huippu	pinnacle";
"U	PRVU	province	a region identifiable by a group of similar physiographic features whose characteristics are markedly in contrast with surrounding areas	provins	provins	provinssi	provinssi, maakunt5a	province";
"U	RAVU	ravine	a small canyon	ravine	ravine	kursu	raviini	ravine";
"U	RDGU	ridge	a long narrow elevation with steep sides	rygg	rygg	harju	kaistale	ridge";
"U	RDSU	ridges	long narrow elevations with steep sides	rygger	ryggar	harjut	kaistaleet	ridges";
"U	RFSU	reefs	surface-navigation hazards composed of consolidated material	rev	rev	rantapankit	riutat	reefs";
"U	RFU	reef	a surface-navigation hazard composed of consolidated material	rev	rev	pankki	riutta	reef";
"U	RISU	rise	a broad elevation that rises gently, and generally smoothly, from the sea floor	stigning	stigning	nousu	kohoama	rise";
"U	RMPU	ramp	a gentle slope connecting areas of different elevations	skrÌ´ning	skrÌ´ning	laita	liuska, ramppi	ramp";
"U	RNGU	range	a series of associated ridges or seamounts	Ì´pent lende	ope lende	sÌ¦likkÌ¦	laidunmaa	range";
"U	SCNU	seachannel	a continuously sloping, elongated depression commonly found in fans or plains and customarily bordered by levees on one or two sides	sjÌükanal	sjÌükanal	merikanaali	merikanaali, kanava	seachannel";
"U	SCSU	seachannels	continuously sloping, elongated depressions commonly found in fans or plains and customarily bordered by levees on one or two sides	sjÌükanaler	sjÌükanalar	merikanaalit	merikanaalit, kanavat	seachannels";
"U	SDLU	saddle	a low part, resembling in shape a saddle, in a ridge or between contiguous seamounts	sal	sal	anikka	satula	saddle";
"U	SHFU	shelf	a zone adjacent to a continent (or around an island) that extends from the low water line to a depth at which there is usually a marked increase of slope towards oceanic depths	hylle	hylle	lohta	hylly	shelf";
"U	SHLU	shoal	a surface-navigation hazard composed of unconsolidated material	sandgrunne	sandgrunne	hietamatala	matalikko	shoal";
"U	SHSU	shoals	hazards to surface navigation composed of unconsolidated material	sandgrunner	sandgrunner	hietamatalat	matalikot	shoals";
"U	SHVU	shelf valley	a valley on the shelf, generally the shoreward extension of a canyon	dal gjennom kontinentalhyllen	dal gjennom kontinentalhylla	mannerpakan hauta	laakso mantereen halki	shelf valley";
"U	SILU	sill	the low part of a gap or saddle separating basins	terskel	terskel	niska	alajuoksu	sill";
"U	SLPU	slope	the slope seaward from the shelf edge to the beginning of a continental rise or the point where there is a general reduction in slope	skrÌ´ning	skrÌ´ning	luokka	rinne, liuska	slope";
"U	SMSU	seamounts	elevations rising generally more than 1,000 meters and of limited extent across the summit	undersjÌüiske fjell	undersjÌüiske fjell	merenalaiset vaarat	maanalaiset vuoret	seamounts";
"U	SMU	seamount	an elevation rising generally more than 1,000 meters and of limited extent across the summit	undersjÌüisk fjell	undersjÌüisk fjell	merenalainen vaara	maanalainen vuori	seamount";
"U	SPRU	spur	a subordinate elevation, ridge, or rise projecting outward from a larger feature	utspring	utspring	kielinen	kieleke	spur";
"U	TERU	terrace	a relatively flat horizontal or gently inclined surface, sometimes long and narrow, which is bounded by a steeper ascending slope on one side and by a steep descending slope on the opposite side	terrasse	terrasse	lohta	terassi	terrace";
"U	TMSU	tablemounts (or guyots)	seamounts having a comparatively smooth, flat top	guyoter	guyotar	guyotit	tasaiset vuoret	tablemounts";
"U	TMTU	tablemount (or guyot)	a seamount having a comparatively smooth, flat top	guyot	guyot	guyotti	tasainen vuori	tablemount";
"U	TNGU	tongue	an elongate (tongue-like) extension of a flat sea floor into an adjacent higher feature	landtunge	landtunge	merenpohjan vuono	kieleke	tongue";
"U	TRGU	trough	a long depression of the sea floor characteristically flat bottomed and steep sided, and normally shallower than a trench	gjennomgang	gjennomgang	vajjooma	kouru	trough";
"U	TRNU	trench	a long, narrow, characteristically very deep and asymmetrical depression of the sea floor, with relatively steep sides	renne	renne	kuru meren pohjassa	syvÌ_nmeren hauta	trench";
"U	VALU	valley	a relatively shallow, wide depression, the bottom of which usually has a continuous gradient	dal	dal	hauta	laakso	valley";
"U	VLSU	valleys	a relatively shallow, wide depression, the bottom of which usually has a continuous gradient	daler	dalar	hau€Ôathau€Ôat	laaksot	valleys";
"V	BUSH	bush(es)	a small clump of conspicuous bushes in an otherwise bare area	krattskog	krattskog	ruto		bush";
"V	BUSH	bush(es)	a small clump of conspicuous bushes in an otherwise bare area	krattskog	krattskog	vittikko		bush";
"V	CULT	cultivated area	an area under cultivation	dyrket mark	dyrka mark	kylvÌ_tty maa	viljelysmaa	cultivated area";
"V	FRST	forest(s)	an area dominated by tree vegetation	skog	skog	mettÌ_	metsÌ_	forest";
"V	FRST	forest(s)	an area dominated by tree vegetation	skog	skog	outa	metsÌ_	forest";
"V	FRSTF	fossilized forest	a forest fossilized by geologic processes and now exposed at the earth's surface	forsteinet skog	forsteina skog	fossiilimettÌ_	vanha metsÌ_	fossilized forest";
"V	GRSLD	grassland	an area dominated by grass vegetation	gresslette	grasslette	ruoholaatas	ruohikkomaa	grassland";
"V	GRVC	coconut grove	a planting of coconut trees	kokospalmelund	kokospalmelund	kokospalmulehto	kookospalmulehto	coconut grove";
"V	GRVO	olive grove	a planting of olive trees	olivenlund	olivenlund	oliivilehto	oliivilehto	olive grove";
"V	GRVP	palm grove	a planting of palm trees	palmelund	palmelund	palmulehto	palmulehto	palm grove";
"V	GRVPN	pine grove	a planting of pine trees	furulund	furulund	pÌ¦tÌ_jikkÌ¦	mÌ_ntylehto	pine grove";
"V	HTH	heath	an upland moor or sandy area dominated by low shrubby vegetation including heather	hei	hei	kuolpano	nummi	heath";
"V	MDW	meadow	a small, poorly drained area dominated by grassy vegetation	eng	eng	karkkee	meadow	meadow";
"V	OCH	orchard(s)	a planting of fruit or nut trees	frukthage	frukthage	hetelmÌ_taras	hedelmÌ_tarha	orchard";
"V	SCRB	scrubland	an area of low trees, bushes, and shrubs stunted by some environmental limitation	krattskog	krattskog	ruto	vesakko	scrubland";
"V	SCRB	scrubland	an area of low trees, bushes, and shrubs stunted by some environmental limitation	krattskog	krattskog	vittikko	vesakko	scrubland";
"V	TREE	tree(s)	a conspicuous tree used as a landmark	tre	tre	puu	puu	tree";
"V	TUND	tundra	a marshy, treeless, high latitude plain, dominated by mosses, lichens, and low shrub vegetation under permafrost conditions	tundra	tundra	tunturi	tundra	tundra";
"V	VIN	vineyard	a planting of grapevines	vingÌ´rd	vingard	viinitaras	viinitila	vineyard";
"V	VINS	vineyards	plantings of grapevines	vingÌ´rder	vingardar	viinitarhaat	viinitilat	vineyards";
