"Lemma","POS","trans","tPOS","1stamme","2stamme","syntrans","syntransPOS","syntrans2","syntrans2POS","syntrans3","syntrans3POS","syneks","syneks2","syneks3"
"orja","subst","slave","m","-","-",,,,,,,,,
"sekynti","subst","sekund","n","sekynni-","sekyntti-",,,,,,,,,
"teräs","subst","stål","n","terhää-","-",,,,,,,,,
"kirkonmaa","subst","kirkegård","m","-","-",,,,,,,,,
"hanska","subst","hanske","m","-","-",,,,,,,,,
"enkeli","subst","engel","m","-","-",,,,,,,,,
"ansa","subst","snare","m","-","-",,,,,,,,,
"palonkihousut","subst","ballongbukser",,"-","-",,,,,,,,,
"kaulus","subst","krage","m","kaulukse-","-",,,,,,,,,
"kuninkas","subst","konge","m","kuninkhaa-","-",,,,,,,,,
"sjukulaati","subst","sjokolade","m","sjukulaati-","sjukulaatti-",,,,,,,"sokkerlaatta",,
"luoðet","subst","vindskjerm","m","luothee-","-",,,,,,,,,
"toðelisuus","subst","virkelighet","f","toðelisuuðe-","toðelisuut-",,,,,,,,,
"karkkauspäivä","subst","skuddårsdag","m","-","-",,,,,,,,,
"ruisjauho","subst","rugmel","n","-","-",,,,,,,,,
"Mikkelinpäivä","subst","Mikkelsmess|e","f","-","-",,,,,,,,,
"flasku","subst","flask|e","f","-","-",,,,,,,"poteeli",,
"väylä","subst","lei","f","-","-",,,,,,,,,
"hormu","subst","geitrams","m","-","-",,,,,,,"horma",,
"hyðet","subst","knott","m","hythee-","-",,,,,,,,,
"työnanttaaja","subst","arbeidsgiver","m","-","-",,,,,,,,,
"tirri","subst","tissefant","m","-","-",,,,,,,,,
"etujalka","subst","forfot","m","etujala-","etujalkka-",,,,,,,,,
"tulos","subst","resultat","n","tulokse-","-",,,,,,,,,
"näärännäppy","subst","kvise på øyelokkranden",,"näärännäpy-","-",,,,,,,,,
"opastus","subst","veiledning – a",,"opastukse-","-","guiding","f",,,,,,,
"porvari","subst","borger","m","-","-",,,,,,,,,
"poikotti","subst","boikott","m","poikoti-","-",,,,,,,,,
"fenrikki","subst","fenrik","m","fenriki-","-",,,,,,,,,
"kirkko","subst","kirke","f","kirko-","-",,,,,,,,,
"nokkarengas","subst","nesering","m","nokkarenkhaa-","-",,,,,,,,,
"kuuja","subst","sjøørret","m","-","-",,,,,,,"tammukka",,
"sonsari","subst","lopp|e","f","sonsare-","sonsare-",,,,,,,,,
"väsky","subst","vesk|e","f","-","-",,,,,,,"tasku",,
"kryysi","subst","grus","m","kryyssi-",,,,,,,,,,
"ihminen","subst","menneske","n","ihmise-","ihmis-",,,,,,,,,
"pilvi","subst","sky","m","pilve-","pilve-",,,,,,,,,
"kiila","subst","kile","m","-","-",,,,,,,,,
"tee","subst","te","m","-","-",,,,,,,,,
"kolekti","subst","kollekt","m","-","-",,,,,,,,,
"suuruus","subst","størrelse","m","suuruuðe-","suuruut-",,,,,,,,,
"hiilikivi","subst","kull","n","hiilikive-","hiilikivve-",,,,,,,,,
"tietti","subst","diett","m","tieti-","-",,,,,,,,,
"jokitörmä","subst","elvebakke","m","-","-",,,,,,,,,
"varas","subst","tyv","m","varkhaa-","-",,,,,,,,,
"peräsuoli","subst","endetarm","m","-","peräsuol-",,,,,,,"pöräsuoli",,
"nyylonni","subst","nylon","n","-","-",,,,,,,,,
"muoto","subst","kinn","n","muoðo-","muotto-",,,,,,,"poski",,
"pöräsuoli","subst","endetarm","m","-","pöräsuol-",,,,,,,"peräsuoli",,
"virsikirja","subst","salmebok","f","-","-",,,,,,,,,
"hurstisäkki","subst","striesekk","m","hurstisäki-","-",,,,,,,,,
"puntari","subst","vekt","f","-","-",,,,,,,,,
"harttii","subst","skulder","m","-","-","aks|el –la",,,,,,,,
"hyksi","subst","hår","n","hykse-","-",,,,,,,,,
"seiväskanki","subst","spett","n","seiväskange-","seiväskankke-",,,,,,,"kanki",,
"määräys","subst","bestemmelse","m","määräykse-","-","fastsettelse","m",,,,,,,
"mannermaa","subst","kontinent","n","-","-",,,,,,,,,
"kevät","subst","vår","m","kevväi-","-",,,,,,,,,
"attama","subst","fjordis",,"-","-",,,,,,,,,
"suupieli","subst","munnvik","f","suupiele-","suupiel-",,,,,,,,,
"metesiini","subst","medisin","n","-","-",,,,,,,,,
"ketara","subst","sledefot","m","-","-","fot","m",,,,,"Ketarat taivhaala = beina i været",,
"soutovenet","subst","robåt","m","soutovenhee-","-",,,,,,,,,
"armo","subst","nåde","m","-","-",,,,,,,,,
"pannu","subst","pann|e","f","-","-",,,,,,,,,
"paimen","subst","gjeter","m","paimene-","-",,,,,,,,,
"välipaikka","subst","mellomrom","n","välipaika-","-",,,,,,,,,
"summa","subst","sum –men",,"-","-",,,,,,,,,
"skaala","subst","skala","m","-","-",,,,,,,,,
"vara","subst","jern til å tilpasse tømmerstokker til hverandre",,"varra-",,,,,,,,,,
"luoko","subst","nyslått høy",,"luovo-","luokko-",,,,,,,,,
"kello","subst","klokke","f","-","-","ur","n",,,,,,,
"myötävirta","subst","medstrøm –men",,"myötävirra-","myötävirt-",,,,,,,,,
"panssari","subst","panser","n","-","-",,,,,,,,,
"lypsääjä","subst","melker","m","-","-",,,,,,,,,
"loimi","subst","renning","f","loime-","loime-",,,,,,,"Kankhaan loimi",,
"ryssä","subst","russer","m","-","-",,,,,,,,,
"santapaperi","subst","sandpapir","n","-","-",,,,,,,,,
"lakana","subst","laken","n","-","-",,,,,,,,,
"laji","subst","slag","n","-","lajji-","sort","m",,,,,,,
"pelko","subst","angst","m","pelo-","pelkko-","frykt","m","redsel","m",,,,,
"jääpato","subst","isdemning","f","jääpaðo-","jääpatto-",,,,,,,,,
"äärrytys","subst","irritasjon","m","äärrytykse-","-","erging","f",,,,,,,
"sokkeri","subst","sukker","n","-","-",,,,,,,,,
"noppeus","subst","fart","f","noppeukse-","-",,,,,,,,,
"nenä","subst","nes|e","f","-","nennä-",,,,,,,"nokka",,
"jovensuu","subst","elvemunning","f","-","-","elveos","m",,,,,,,
"ruottukka","subst","rips","m","ruottuka-","-",,,,,,,,,
"TV","subst","TV","m","TV:ee-","TV:ee-",,,,,,,,,
"remmi","subst","reim","f","-","-",,,,,,,,,
"lukeminen","subst","lesning","f","lukemise-","lukemis-",,,,,,,,,
"leukapieli","subst","kjeve","m","leukapiele-","leukapiel-",,,,,,,,,
"helluntaiaatto","subst","pinseaften","m","helluntaiaato-","-",,,,,,,,,
"onki","subst","fiskekrok","m","onge-","onkke-",,,,,,,,,
"lastenkoti","subst","barnehjem","n","lastenkoði-","lastenkotti-",,,,,,,,,
"munhainen","subst","nyr|e","f","munhaise-","munhais-",,,,,,,,,
"pukstaavi","subst","bokstav","m","-","-",,,,,,,,,
"yösija","subst","nattested","n","-","yösijja-","nattelosji","m",,,,,,,
"aurinkonen","subst","solrik","n","aurinkose-","aurinkos-",,,,,,,,,
"karitta","subst","lam","n","karita-","-",,,,,,,,,
"yðin","subst","kjerne","m","yðime-","-","marg","m",,,,,,,
"vaali","subst","valg","n","-","-",,,,,,,,,
"vapahtaja","subst","frelser","m","-","-","frigjører","m",,,,,,,
"kranni","subst","granne","m","-","-","nabo","m",,,,,"naapuri",,
"hätä","subst","nød","m","häðä-","hättä-",,,,,,,,,
"lato","subst","lø|e","f","laðo-","latto-","låve","m",,,,,,,
"vieras","subst","gjest","m","vierhaa-",,"fremmed","-",,,,,,,
"tienteko","subst","veibygging","f","tienteo-","tientekko-",,,,,,,,,
"tokymentti","subst","dokument","n","tokymenti-","-",,,,,,,,,
"mustalainen","subst","sigøyner","m","mustalaise-","mustalais-",,,,,,,,,
"uimapuku","subst","badedrakt","f","uimapuvu-","uimapukku-",,,,,,,,,
"multtaaminen","subst","hypping","f","multtaamise-","multtaamis-",,,,,,,,,
"vastaluokka","subst","motbakke","m","vastaluoka-","-",,,,,,,"vastalet",,
"lainasana","subst","lånord","n","-","lainasanna-",,,,,,,,,
"ruiðalaistaminen","subst","fornorskning","f","ruiðalaistamise-","ruiðalaistamis-",,,,,,,"norjalaistaminen",,
"harava","subst","riv|e","f","-","-",,,,,,,,,
"viljat","subst","kjede","m","-","-",,,,,,,,,
"höyläpenkki","subst","høvelbenk","m","höyläpenki-","-",,,,,,,,,
"ahkii","subst","pulk","m","-","-",,,,,,,,,
"kuu","subst","måne","m","-","-","måned","m",,,,,"kuukausi",,
"myötätuuli","subst","medvind","m","myötätuule-","myötätuul-",,,,,,,,,
"vastatuuli","subst","motvind","m","vastatuule-","vastatul-",,,,,,,,,
"maha","subst","mage","m","-","mahha-",,,,,,,,,
"poikamies","subst","ungkar","m","poikamiehe-","-",,,,,,,,,
"kryysitie","subst","grusvei","m","-","-",,,,,,,,,
"ikä","subst","alder","m","ijä-","ikkä-",,,,,,,,,
"tuttu","subst","kjent",,"tutu-","-",,,,,,,,,
"knuppineula","subst","knappenål","f","-","-",,,,,,,"nuppineula",,
"almanakka","subst","almanakk","m","almanaka-","-",,,,,,,,,
"kassa","subst","kass|e","f","-","-",,,,,,,,,
"sonni","subst","okse","m","sonne-","-",,,,,,,"härkä","purri",
"kinnas","subst","hanske","m","kinthaa-","-",,,,,,,,,
"orkesteri","subst","orkester","n","-","-",,,,,,,,,
"päälaki","subst","isse","m","päälae-","päälakke-",,,,,,,,,
"rupitauti","subst","kopper",,"rupitauði-","rupitautti-",,,,,,,,,
"provasti","subst","prost","m","-","-",,,,,,,,,
"myötalet","subst","nedoverbakke","m","myötalhee-","-",,,,,,,,,
"kirnu","subst","kjern|e","f","-","-",,,,,,,,,
"paksuus","subst","tykkelse","m","paksuuðe-","paksuut-",,,,,,,,,
"muki","subst","mugg|e","f","muki-","mukki-",,,,,,,,,
"koittotähti","subst","morgenstjern|e","f","koittotähðe-","koittotähtte-",,,,,,,,,
"kura","subst","avføring","f","-","kurra-",,,,,,,"kun",,
"vuorokausi","subst","døgn","n","vuorokauðe-","vuorokaut-",,,,,,,"janturi",,
"helvet","subst","høvelspon","m","helphee-","-",,,,,,,,,
"hyttä","subst","hytt|e","f","hytä-","-",,,,,,,"mökki",,
"hija","subst","erme","n","hijja-",,,,,,,,,,
"lumikinos","subst","snøskavl","m","lumikinokse-","-",,,,,,,,,
"äpyli","subst","eple","n","-","-",,,,,,,,,
"ketunjahti","subst","revejakt","f","ketunjahði-","-",,,,,,,,,
"keittokala","subst","kokfisk","m","-","keittokalla-",,,,,,,,,
"opettaja","subst","lærer","m","-","-",,,,,,,,,
"vääjäkkö","subst","yngel","m","vääjäkö-","-",,,,,,,,,
"alkuosa","subst","første del",,"alkuossa-",,,,,,,,,,
"penni","subst","penni","m","-","-",,,,,,,,,
"tina","subst","tinn","n","-","tinna-",,,,,,,,,
"skantiina","subst","skantil","m","-","-",,,,,,,,,
"taika","subst","trolldom –men",,"taia-","taikka-",,,,,,,"Ei siinä ole taikkaa",,
"sarvi","subst","horn","n","sarve-","sarve-",,,,,,,,,
"pouta","subst","oppholdsvær","n","pouða-","-","strålende solskinn",,,,,,,,
"peukalon pukki","subst","tommeltott","m","peukalon puki-","-","tommel","m",,,,,,,
"leikkaus","subst","kutting","f","leikkaukse-","-","skjæring","f","snitt","n","operasjon","m",,,
"pukin raakku","subst","bukkeskjell","n","-","-",,,,,,,"raakku",,
"puuro","subst","grøt","m","-","-",,,,,,,,,
"kaara","subst","kar","n","-","-",,,,,,,,,
"kontti","subst","kjøttbein","n","konti-","-",,,,,,,,,
"kuppari","subst","kopper","m","-","-",,,,,,,,,
"vitta","subst","ris","n","vitta-","-",,,,,,,,,
"lihas","subst","muskel","m","lihakse-","-",,,,,,,,,
"hihtaaja","subst","skiløper","m","-","-",,,,,,,,,
"vastaus","subst","svar","n","vastaukse-","-",,,,,,,,,
"käänttääjä","subst","oversetter","m","-","-",,,,,,,,,
"värsy","subst","vers","n","-","-",,,,,,,,,
"paikannimi","subst","stedsnavn","n","paikannime-","paikannimme-",,,,,,,,,
"raura","subst","strandrug","m","-","-",,,,,,,,,
"nainen","subst","kvinn|e","f","naise-","nais-",,,,,,,,,
"piispa","subst","bisp","m","-","-",,,,,,,,,
"linsi","subst","lins|e","f","-","linssi-",,,,,,,,,
"tillauslista","subst","bestillingslist|e","f","-","-",,,,,,,,,
"päälikkö","subst","sjef","m","päälikö-","-",,,,,,,,,
"paltto","subst","flak","n","palto-",,,"-",,,,,,,
"rakennus","subst","bygning","f","rakennukse-","-",,,,,,,,,
"käsikärröt","subst","håndkjerr|e","f","-","-",,,,,,,,,
"kuppi","subst","kopp","m","kupi-","-",,,,,,,,,
"nenäliina","subst","lommetørkle","n","-","-",,,,,,,"nästuuki",,
"kaikkivaltias","subst","allmektig",,"kaikkivaltihaa-","-",,,,,,,,,
"talja","subst","dyrehud","m","-","-",,,,,,,,,
"novemperikuu","subst","november",,"-","-",,,,,,,"novemperi",,
"kortti","subst","kort","n","korti-","-",,,,,,,,,
"hihto","subst","skiløp","n","hihðo-","-",,,,,,,,,
"alahuuli","subst","underlepp|e","f","alahuule-","alahuul-",,,,,,,,,
"mamma","subst","mamma","m","-","-",,,,,,,,,
"seilivenet","subst","seilbåt","m","seilivenhee-","-",,,,,,,"purjetvenet",,
"munas","subst","nyr|e","f","munhaa-","-",,,,,,,,,
"saaphaanvarsi","subst","støvelskaft","n","saaphaanvarre-","saaphaanvart-",,,,,,,,,
"mööpeli","subst","møbel","n","-","-",,,,,,,,,
"ukkonen","subst","torden","m","ukkose-","ukkos-",,,,,,,,,
"norjalaistaminen","subst","fornorskning","f","norjalaistamise-","norjalaistamis-",,,,,,,"ruiðalaistaminen",,
"jalkapoika","subst","gutt født utenfor ekteskap",,"jalkapoja-","jalkapoikka-",,,,,,,,,
"oikkeus","subst","domstol","m","oikkeuðe-","oikkeut-","rett","m","rettighet","f",,,,,
"kaljamaa","subst","holkeføre","n","-","-",,,,,,,,,
"kultarauttii","subst","?",,"-","-",,,,,,,,,
"pielus","subst","dørkarm","m","pielukse-","-",,,,,,,,,
"rankaläjä","subst","vedstabel","m","-","rankaläjjä-",,,,,,,,,
"kuolema","subst","død","m","-","-",,,,,,,,,
"auttaaja","subst","hjelper","m","-","-",,,,,,,,,
"kutominen","subst","strikking","f","kutomise-","kutomis-",,,,,,,,,
"liitto","subst","forbund","n","liito-","-",,,,,,,,,
"jalas","subst","mei","f","jalakse-","-",,,,,,,,,
"höystet","subst","krydder","n","höysthee-","-",,,,,,,,,
"ilmottaaja","subst","utgiver","m","-","-",,,,,,,,,
"porstuu","subst","bårdstu|e","f","-","-","gang","m",,,,,,,
"onnittelu","subst","lykkeønskning","f","-","-",,,,,,,,,
"nuotta","subst","not","f","nuota-","-","garn","n",,,,,,,
"nakku","subst","fruentimmer","m","naku-","-",,,,,,,,,
"reumatismi","subst","reumatisme","m","-","-",,,,,,,,,
"mäki","subst","bakke","m","mäe-","mäkke-",,,,,,,,,
"sumpurinkukka","subst","reinfann","m","sumpurinkuka-","-",,,,,,,,,
"kantitaatti","subst","kandidat","m","kantitaati-","-",,,,,,,,,
"sota","subst","krig","m","soða-","sotta-",,,,,,,,,
"vaunu","subst","vogn","f","-","-",,,,,,,,,
"janturi","subst","måned","m","-","-",,,,,,,"vuorokausi",,
"naapuri","subst","nabo","m","-","-",,,,,,,"kranni",,
"tottuus","subst","sannhet","f","tottuuðe-","tottuut-",,,,,,,,,
"kulkunen","subst","dombjell|e","f","kulkuse-","kulkus-",,,,,,,,,
"rynkky","subst","rynke","m","rynky-","-",,,,,,,,,
"koranus","subst","skralhet","f","koranukse-","-",,,,,,,,,
"pikkusisar","subst","lillesøster","f","pikkusisare-","-",,,,,,,,,
"vanhimet","subst","foreldre –ne",,"vanhimii-","vanhimii-",,,,,,,,,
"ystävä","subst","venn","m","-","-","venninn|e","f",,,,,,,
"aavistus","subst","anelse","m","aavistukse-","-",,,,,,,,,
"kumppani","subst","kamerat","m","-","-","følgesvenn","m",,,,,,,
"leipä","subst","brød","n","leivä-","leippä-",,,,,,,,,
"purrivasikka","subst","oksekalv","m","purrivasika-","-",,,,,,,"härkä","sonni",
"teko","subst","gjerning","f","teo-","tekko-",,,,,,,,,
"knappi","subst","knapp","m","knapi-","-",,,,,,,,,
"kahðeksenkanttinen","subst","åttekantet",,"kahðeksenkanttise-","kahðeksenkanttis-",,,,,,,,,
"loppu","subst","slutt","m","lopu-","-","ende","m",,,,,,,
"esimerkki","subst","eksemp|el –let",,"esimerki-","-",,,,,,,,,
"kosteus","subst","fukt","m","kosteuðe-","kosteut-","fuktighet","f",,,,,,,
"heittoverkko","subst","kastenot","f","heittoverko-","-",,,,,,,,,
"tervheys","subst","hels|e","f","tervheyðe-","tervheyt-",,,,,,,,,
"airo","subst","år|e -a (i båt)",,"airro-",,,,,,,,,,
"lestaatilainen","subst","læstadianer","m","lestaatilaise-","lestaatilais-",,,,,,,,,
"harri","subst","harr","m","-","-",,,,,,,"harjus",,
"petakooki","subst","pedagog","m","petakooki-","petakookki-",,,,,,,,,
"mouru","subst","smule","m","-","-",,,,,,,,,
"piki","subst","bek","n","pii-","-","kvae","m",,,,,,,
"hernetvelli","subst","ertesupp|e","f","-","-",,,,,,,,,
"lesta","subst","ullsokk","m","-","-","lest","m",,,,,,,
"fröökkenä","subst","lærerinn|e","f","-",,"frøk|en –na",,,,,,,,
"pillu","subst","fitt|e","f","-","-",,,,,,,,,
"kiima","subst","brunst","m","-","-",,,,,,,,,
"traaka","subst","trekkjelke","m","traaka-","traakka-",,,,,,,,,
"lattuu","subst","løyp|e","f","-","-","skispor","n",,,,,,,
"komento","subst","kommando","m","komenno-","komentto-",,,,,,,,,
"muotka","subst","eid","n","-","-",,,,,,,,,
"pöyðänjalka","subst","bordbein","n","pöyðänjala-","pöyðänjalkka-",,,,,,,,,
"pommi","subst","bomb|e","f","-","-",,,,,,,"pummi",,
"prakut","subst","bukser",,"-","-",,,,,,,"housut",,
"rästäs","subst","takskjegg","n","rästhää-",,,"-",,,,,,,
"taito","subst","ferdighet","m","taiðo-","taitto-",,,,,,,,,
"mieli","subst","humør","n","miele-","miel-","mening","f","sinn","n",,,,,
"saha","subst","sag","f","-","sahha-",,,,,,,,,
"äpärä","subst","gjenvekst på gress",,"-","-",,,,,,,,,
"pikkulapsi","subst","lite barn","n","pikkulapse-","pikkulas-",,,,,,,,,
"kamiini","subst","kamin","m","-","-",,,,,,,,,
"kiimaaika","subst","brunsttid","f","kiimaaia-","kiimaaikka-",,,,,,,,,
"pyöräpää","subst","kattugl|e","f","-","-",,,,,,,,,
"huvitus","subst","forlystelse","m","huvitukse-","-",,,,,,,,,
"uskolisuus","subst","trofasthet","f","uskolisuuðe-","uskolisuut-",,,,,,,,,
"muijeta","subst","surne",,"muikene-","muijen-",,,,,,,,,
"lauta","subst","fjøl","f","lauða-","lautta-","bord","n",,,,,,,
"herrasväki","subst","herrefolk","n","herrasväje-","herrasväkke-",,,,,,,,,
"hevosenkenkä","subst","hestesko","m","hevosenkengä-","hevosenkenkkä-",,,,,,,,,
"faari","subst","far","m","-","-",,,,,,,,,
"käyttö","subst","bruk","m","käytö-","-",,,,,,,,,
"tansi","subst","dans","m","-","tanssi-",,,,,,,,,
"pölkö","subst","redsel","m","pölö-","pölkkö-",,,,,,,,,
"arvo","subst","verdi","m","-","-",,,,,,,,,
"prakka","subst","brakk|e","f","praka-","-",,,,,,,,,
"piikastrilli","subst","gullbrand",,"-","-","ringfinger","m",,,,,"kultatrilli",,
"vuosisata","subst","århundre","n","vuosisaða-","vuosisat-",,,,,,,,,
"päntärä","subst",,,"-","-",,,,,,,,,
"vamma","subst","skade",,"-","-",,,,,,,,,
"kalavelli","subst","fiskesupp|e","f","-","-",,,,,,,,,
"laaki","subst","lag","n","laaki-","laakki-",,,,,,,,,
"uni","subst","søvn","m","une-","un-",,,,,,,,,
"aiðas","subst","skråved","m","aiðakse-","-",,,,,,,,,
"aurinko","subst","sol","f","auringo-","aurinkko-",,,,,,,,,
"vesi","subst","vann","n","veðe-","vet-",,,,,,,,,
"auringonnousu","subst","soloppgang","m","-","auringonnoussu-",,,,,,,,,
"matkakaveri","subst","reisekamerat","m","-","-",,,,,,,,,
"Otava","subst","Karlsvogna",,"-","-",,,,,,,,,
"pihlaja","subst","rogn","f","-","-",,,,,,,,,
"humalo","subst","beruselse","m","-","-","fyll","f",,,,,,,
"mooli","subst","mål","n","-","-",,,,,,,,,
"hehtari","subst","hektar","n","-","-",,,,,,,,,
"työpäivä","subst","arbeidsdag","m","-","-",,,,,,,,,
"pippuri","subst","pepper","n","-","-",,,,,,,,,
"rauta","subst","jern","n","rauða-","rautta-",,,,,,,,,
"saatana","subst","satan",,"-","-",,,,,,,,,
"kuttu","subst","innkallelse","m","kuttu-","-","invitasjon","m",,,,,,,
"raaja","subst","moltekart","m","-","-","kart","m",,,,,,,
"tuuma","subst","tomme","m","-","-",,,,,,,,,
"lähðetyssaarnaaja","subst","misjonær","m","-","-",,,,,,,,,
"ransseli","subst","ransel","m","-","-",,,,,,,,,
"putaatinkaali","subst","potetkål","m","putaatinkaale-","puutaatinkaal-",,,,,,,,,
"skälmi","subst","skøyer","m","-","-",,,,,,,"kälmi",,
"puutet","subst","mangel","m","puuthee-","-",,,,,,,,,
"ampiainen","subst","veps","m","ampiaise-","ampiais-",,,,,,,,,
"lisensi","subst","lisens","m","-","lisenssi-",,,,,,,,,
"lehmänhinkalo","subst","kubås","m","-","-",,,,,,,,,
"kuttooja","subst","strikker","m","-","-",,,,,,,,,
"täti","subst","tant|e","f","täði-","tätti-",,,,,,,,,
"lämpö","subst","varme","m","lämmö-","lämppö-",,,,,,,,,
"Tanmarkku","subst","Danmark",,"Tanmarku-","-",,,,,,,"Tanska",,
"usko","subst","tro","m","-","-",,,,,,,,,
"kraatari","subst","skredder","m","-","-",,,,,,,"skraatari",,
"kurppa","subst","bør","f","kurpa-","-",,,,,,,,,
"stipenti","subst","stipend","n","stipenni-","stipentti-",,,,,,,,,
"tutkiija","subst","forsker","m","-","-",,,,,,,,,
"anoppi","subst","svigermor","f","anopi-","-",,,,,,,,,
"kassuuminen","subst","vekst","m","kassuumise-","kassumis-",,,,,,,,,
"käpy","subst","kongl|e","f","kävy-","käppy-",,,,,,,,,
"kana","subst","høn|e","f","-","kanna-",,,,,,,,,
"talerkki","subst","tallerken","m","talerki-","-",,,,,,,"fati",,
"haukkuuja","subst","en som skjeller",,"-","-",,,,,,,,,
"sinkki","subst","sink","m","sinki-","-",,,,,,,,,
"kotitalo","subst","hjemgård","m","-","kotitallo-",,,,,,,,,
"sihti","subst","sikte","n","sihði-","-",,,,,,,,,
"timoteiji","subst","timotei","m","-","-",,,,,,,,,
"plankku","subst","plank","m","planku-","-",,,,,,,,,
"pakninki","subst","pakning","f","pakningi-","-",,,,,,,,,
"palja","subst","bolster","m","-","-","madrass","m",,,,,"matrassi","polsteri",,
"selitys","subst","forklaring","f","selitykse-","-","skildring","f",,,,,,,
"parannus","subst","bot (og bedring)",,"parannukse-","-","forbedring","f","helbredelse","m",,,,,
"trafikki","subst","trafikk","m","trafiki-","-",,,,,,,,,
"pislaaki","subst","bislag","n","pislaaki-","pislaakki-","gang","m",,,,,,,
"palo","subst","brann","m","-","pallo-",,,,,,,,,
"lamphaannahka","subst","saueskinn","n","lamphaannaha-","-",,,,,,,,,
"halko","subst","vedski|e","f","halvo-","halkko-",,,,,,,,,
"mantero","subst","?",,"-","-",,,,,,,,,
"omaisuus","subst","eiendom –men",,"omaisuuðe-","omaisuut-",,,,,,,,,
"kurikka","subst","medisinplante -n",,"kurika-","-",,,,,,,,,
"kortonki","subst","kondom","n","kortongi-","kortonkki-",,,,,,,,,
"patruuna","subst","patron","m","-","-",,,,,,,,,
"klassi","subst","klasse","m","-","-",,,,,,,,,
"voimattomuus","subst","kraftløshet","m","voimattumuuðe-","voimattomuut-",,,,,,,,,
